,text,Category
855,Make Abortion Great Again. #MAGA #roevswade #abortion #SupremeCourt #AbortionBan #abortus… https://t.co/DuJSepFb9u,Pro-choice
856,"@USWNT I so hope you make a MAJOR statement tonight about roe v wade. 

#ProChoice ALWAYS",Pro-choice
857,"@d2plai @cat_barnes30 Because women are going on social media and telling men they have no say in the matter.  So,… https://t.co/698Qi5aXO0",Pro-life
858,@JaneyGodley The problem is that reproductive rights have been under attack in the US for decades. They played a lo… https://t.co/pLlpjKgmew,Pro-choice
859,@MayoIsSpicyy None! If. U. Don’t. Agree. With. Abortion…DON’T HAVE ONE!,Pro-choice
860,"So because women cannot murder children,they have no rights? Have you ever seen what an abortion is you silly,brain… https://t.co/rSRdqB4Yz0",Pro-life
861,"""A thread. First and most important, even if you live in a state where abortion is still legal, Congress can pass a… https://t.co/afr6vqXIqA",Pro-choice
862,@NickGiva @trader1sz Abortion is haram habibi,Pro-life
863,"Christians about gun violence, war, domestic violence: Thoughts &amp; Prayers 💕🙏

Christians about abortion: Policy cha… https://t.co/QqEd4bjGV0",Pro-choice
864,@TheMomNextDoor_ @sunnheat @Seamus312708 @kcampbell024 @DannyDeVito It’s frustrating knowing they’re idiotic people… https://t.co/prZ89C6PxW,Pro-choice
865,The decision to overturn Roe v. Wade is a devastating attack on women's rights. The UK government cannot remain sil… https://t.co/fQei3eYpUb,Pro-choice
866,The GOP-packed Supreme Court overturned Roe v. Wade. We have to stick together &amp; continue to fight for bodily auton… https://t.co/9aNgjMAAfh,Pro-choice
867,@MartiniGuyYT @LayahHeilpern No rights were taken away. It was never a Right for women to kill babies. Roe vs Wade… https://t.co/P3LT3iXkOS,Pro-life
868,"@MarshaBlackburn Abortion was legal up until the 1850s.

It was legal when the Constitution was written.

So if the… https://t.co/yqJE7k9cgH",Pro-choice
869,The decision to overturn Roe v. Wade is a devastating attack on women's rights. The UK government cannot remain sil… https://t.co/SK2Hcx1xT4,Pro-choice
870,@redgoesface @GavinVerhey You're acting like pregnancy is incidental and not 9 months of grueling medical intensity… https://t.co/IO0L6s4mid,Pro-choice
871,"A huge THANK YOU , to all the men and others who can’t get pregnant for having our backs in this abortion fiasco. Y… https://t.co/TDTnRizzP5",Pro-choice
872,"Along with a link to one of my June 2022 stories, I've included a large list of abortion funds for people to volunt… https://t.co/ltPIUnkPDw",Pro-choice
873,People can't afford to get married and have children because feminists gave big business two workers for the price… https://t.co/NsRu608lL6,Pro-life
874,@theGoodAmerica1 @MuchProb @Wanderers_hut @AllTsarof @LHeidhoff You don’t seem to want a solution to the source of… https://t.co/ZdJ9BXHaAT,Pro-choice
875,@HarchReality @Nakokita2 @Mr_Fairview @RevDaniel The US lost abortion rights because its constitution is an outdated text with many flaws.,Pro-choice
876,Real. Babies die in an abortion https://t.co/2Mj95oqIQo,Pro-life
877,"My real Mother was A Catholic, a lapsed Catholic, but nevertheless a Catholic.

She put me up for adoption, she cou… https://t.co/vQ5JlS7CVp",Pro-life
878,@Inkedcub85 @Siegebreaker_11 @KimEllisRealtor @RobinWo56610278 @RepMTG Everyone thinks abortion is murder? Nonsense… https://t.co/FuUNinQwOl,Pro-choice
879,"Roughly the same length of time as #RoeVWade existed. 

Roe v Wade was about population control, it was eugenics. https://t.co/SPWxDGpSxa",Pro-life
880,This overturning of Roe V Wade has to do with the murder manual written by men for their own gain in the deserts. T… https://t.co/CJUbe1ES1X,Pro-choice
881,@NickAdamsinUSA Jesus would of never had a problem with abortion.,Pro-choice
882,@Cubs_Michael @DonaldJTrumpJr Abortion is NOT a Constitutional right!,Pro-life
883,"@annakerr_ If in power much longer they will definitely go after things like same sex marriage, abortion. Although… https://t.co/1hX2jQJU9y",Pro-choice
884,"So thanks to the Supreme Court being objectively stupid yesterday, bait and switch on history stream next week. We… https://t.co/GGSTMZBucf",Pro-choice
885,@Ghrimfoam Them and their daughters will always have safe abortion opitions,Pro-choice
886,@DodofCrypto1 @saraeferry @TheOnion They had trigger laws in effect or not. States like Tx and Louisiana have talke… https://t.co/Io8enANitg,Pro-choice
887,not so sad having to remove a former liberal and former friend because she only supports the overturning roe v wade… https://t.co/7kN2LSefEG,Pro-choice
888,Being pro life is not a license to kill. Yet pro lifers feel it's their obligation to kill with those they disagree… https://t.co/2BkMtXeAuy,Pro-choice
889,@POTUS Then push to eliminate the filibuster and codify Roe v Wade,Pro-choice
890,"@Sen_JoeManchin 😳❄️❄️❄️😳

Too gullible or just too corrupt to be in office???..🙄

Yeah, right???...😉

""Susan Collin… https://t.co/pSTgTtXc5r",Pro-choice
891,Why are you as a man posting memes about roe v wade being overturned on your instagram story… like what abt this is funny to you🧐,Pro-choice
892,@Mamoxn Whilst that is true....illegal abortion contribute to a significant number of maternal deaths and morbidity… https://t.co/7Z0B4qPx4B,Pro-choice
893,"The repeal of Roe v. Wade breaks 200+ years of historical precedent by, for the first time ever, actively stripping… https://t.co/9X7ajQL8av",Pro-choice
894,"(her logic was that abortion is an invasive procedure forced on women, very often women who are minorities or are c… https://t.co/uqNDUo2SX6",Pro-choice
895,going to [redacted] the [redacted] of every man trying to “overturning roe v wade is a huge setback for women’s rig… https://t.co/3FhBmacVcT,Pro-choice
896,@D_B_Harrison Very similar to the White Pastors who will cheer Roe being overturned while ignoring the fact that ma… https://t.co/uQewQUcVoG,Pro-choice
897,By no means am I conservative! Yet! There is nothing more painful for a man who wanted to be a father than when  hi… https://t.co/BWhHGMxkIi,Pro-life
898,@Crypto_A_S @tess3rac7 Like your example about the 2nd amendment. I also agree with Roe v Wade that the right for a… https://t.co/1p5MvvHAkA,Pro-choice
899,Patagonia will bail out employees arrested in abortion protests - https://t.co/SvXemKEE1y,Pro-choice
900,"""We knew all along that Roe couldn’t stand forever.  America is better than the barbarity of abortion.  Yet it is r… https://t.co/gvBhfHz9St",Pro-life
901,We need to focus on all rights that could be interpreted as unenumerated rights under the 9th Amendment.  Laws conc… https://t.co/i0U0gRiUeR,Pro-choice
902,"w// suicide
-
-
-
never rlly explicitly told anyone this bc it doesn’t weigh on me at all but when i thought i was… https://t.co/0xzxAV6Wdy",Pro-choice
903,"The people upset about Roe V. Wade being overturned and think  the ruling ""took away their bodily autonomy"" (which… https://t.co/tnVV4k9djd",Pro-life
904,"@Reuters I’m not fully enlightened about this abortion thing in US. But this I know, the process to get pregnant is… https://t.co/wXzbKujeZT",Pro-life
905,"@stillgray Hey @stillgray I just wrote an article on this very subject. Would appreciate it if you'd check it out!

https://t.co/hdgRVipEPf",Pro-choice
906,@INSOMNIAtv @Timcast Guess they're going to offer abortion services on military bases now. Your tax payer dollars hard at work.,Pro-life
907,@bstreier @stillgray We all know she lives in a state where she an go get a drive-thru abortion in an Uber for $50.… https://t.co/g4qBlNONIA,Pro-life
908,But some of you Clears were mad at her when she went so hard on Kavanaugh to give an answer on if he’d vote to over… https://t.co/2X5Q87ao5R,Pro-choice
909,Fun little fact for people who say that God forbids abortions. Here’s a portion of the scripture that details how t… https://t.co/KMx96s1826,Pro-choice
910,I wrote this article BEFORE the opinion was leaked- and I couldn’t imagine that they would get such a clear heads u… https://t.co/MFIy4WCKbI,Pro-choice
911,@suzynotes Probably isn't stating facts.  Any pregnancy can have complications.  Just say that you're okay with tho… https://t.co/DCuZeeGBJo,Pro-choice
912,"@UltraMAGAJusten @TimRunsHisMouth We’ll, more than 70% of Americans support abortion on some level, so there isn’t… https://t.co/X3xMEWBhjc",Pro-choice
913,"@RealPaigeWWE This is why I believe this ruling is just the start of a huge shit storm, were by the end the people… https://t.co/BIKM5pueye",Pro-choice
914,"@LeahKonen @svyantek I've never been pregnant, never wanted to be, &amp; now it's not possible. I get the impression a… https://t.co/Pb2OvSWw1C",Pro-choice
915,"@CocoGauff It is very simple. You are against abortion? Just don't have sex. Ok, YOU first.",Pro-life
916,Roe v Wade is about to have the masses panties in a wad for the rest of the year while they prepare Dante’s Inferno… https://t.co/XvI8VLv2JP,Pro-life
917,@Patriot18The @AlabamaParadox @McBrideLawNYC @SunshineMustang @RepLizCheney You find one nut job and try to extrapo… https://t.co/pBY1nWy5O0,Pro-choice
918,Minority pregnancies have a mortality rate 3X HIGHER than white pregnancies in the United States. The decision to o… https://t.co/ENXq3NMLz7,Pro-choice
919,"@imkatt_ Abortion is disgusting, so freaking glad it's banned in my state. Anyone who think's it's okay is a horrid person.",Pro-life
920,"@itsJeffTiedrich @Kyruer The kind that values the visible over the invisible

But...why kind of woman prefers an ab… https://t.co/2GGMLxbZpg",Pro-life
921,It sucks that the day of so many pride parades that Roe v Wade being revoked was announced. So many parades were ri… https://t.co/foTfY0Ed29,Pro-choice
922,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/BNvm8RxFSm,Pro-choice
923,"I was explaining the Supreme Court ruling of Roe v. Wade to my 11 year old son today, along with why someone might… https://t.co/3stkn72N72",Pro-choice
924,@AngelInvestorOG @kylegriffin1 Pretty sure it means if a wealthy white woman wants a abortion…,Pro-choice
925,"@thedunsh ""Shout out to Barack Obama""

You mean Barack ""Codifying Roe v Wade is not my highest priority"" Obama???",Pro-choice
926,@NBA Now we weigh in on abortion.  Of course this league kisses the ass of the CCP.,Pro-life
927,"@Forbes The United States will be more divided than it is now, many of the states will ask for their independence a… https://t.co/4WZFvLUdKa",Pro-choice
928,@AndrewColinB @Ken_Mark_ @fjgwey @mohamed_danier @LeroyJamkins @EnclaveNotfurry @VaushV Rape victims should not car… https://t.co/UKutPkJ09N,Pro-choice
929,Bullshit. They want *you* to think they were misled. They knew what they were voting for.  They knew the nominees w… https://t.co/42V1GeXQsR,Pro-choice
930,"“We're heading into, I think, the most critical period in U.S. history and we don't even know it,” Coles Progressiv… https://t.co/TnquT2w41g",Pro-choice
931,"Roe vs Wade should not be outlawed for good, merited reason it's a lady right to choose, if ladies wanted governmen… https://t.co/qWEFWlcvMW",Pro-choice
932,"@InezFeltscher Interview my friend, Christi! 
“I guess I’m really glad my biological parents didn’t choose abortion… https://t.co/dYZo3OsCrq",Pro-life
933,https://t.co/XMVpvVNvD2,Pro-choice
934,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/DKd8PvoSXv,Pro-choice
935,"@PopCrave At least its not a man banging on about its ok that babies are killed at birth, all for abortion but ther… https://t.co/GHoA4KqQQW",Pro-choice
936,Reminder that cis women aren’t the only people being affected by Roe v. Wade being overturned ! All people with ute… https://t.co/SGcA3JYl9s,Pro-choice
937,liv is just so admirable for speaking out about the overturning of roe v wade. so so proud of her,Pro-choice
938,@Travismatthew08 @GeorgeInNOID @AOC His statement on Roe v. Wade was about as reliable as if he’d sworn “I don’t like beer.”,Pro-choice
939,"Now more than ever, our state leaders must ensure that abortion is not only legal in New Jersey, but also accessibl… https://t.co/UhW36ieycA",Pro-choice
940,"They aren’t banning abortion, they’re banning safe abortion. #RoeVsWade #AbortionBan",Pro-choice
941,UPDATE: they ended the live reaching over $7000 in abortion funds. bravo to all of them 👏🏾 #firstkill https://t.co/Fb2S4BZB6L,Pro-choice
942,"Sadly, abortion isn’t the only constitutional right that has been taken away recently. They started with covid and… https://t.co/HLCSXs28lw",Pro-choice
943,I hate guns. I’ve always been against them and owning them. But now that the government wants to strip me of my rig… https://t.co/jHBraskpYe,Pro-choice
944,"The flip flopping puppet, typical career politician liar!
This week, President Joe Biden has condemned the Supreme… https://t.co/grbRl4a7Vm",Pro-choice
945,@LeahMWillingham @emdrums 30+ million females killed by abortion since 1973 should be enough.  SCOTUS decided it was.,Pro-life
946,Me trying to find an appointment get my nexplanon replaced before I lose insurance in a state w/ no expanded medica… https://t.co/rb3D5rcLtw,Pro-choice
947,"tHe rIghT tO aN aBorTiOn iSn’T iN tHe cOnStiTutIoN!!

The Constitution was ratified in 1788. It’s good to use as a… https://t.co/xlGDaPRkm3",Pro-choice
948,"@MariahCarey No offense to you, you have a beautiful voice, but did you know the Supreme Court's job is to judge th… https://t.co/L6KiI3EjPZ",Pro-life
949,SCOTUS doesn't work when it is political. They weren't even asked to rule on Roe v. Wade and they didn't have to. B… https://t.co/NQ7FWDVTVS,Pro-choice
950,America’s middle class was struggling. Then along came Justices Thomas and Kavanaugh. https://t.co/wI6jMEAJo2,Pro-choice
951,@notcapnamerica LET us NOT forget to multitask!   #45/Trump/Jan 6; gun control; &amp; Roe v Wade.  We CAN NOT lose  foc… https://t.co/UoEWjCFJuF,Pro-choice
952,"Don’t forget to set your clocks back 50 years if you haven’t already. 

@adage #RoeVsWade 

https://t.co/TX6M532OSN",Pro-choice
953,"@npealicia @rogermwade74 New follower. Curious, but WHY are women still conceiving kids they don’t want? Not rocket… https://t.co/ugquIUZwKu",Pro-life
954,"if you have a platform and/or are famous and you’re not using your fucking platform to speak about roe vs wade, shame on you. SPEAK UP.",Pro-choice
955,Its actually sad and painful that muslim today say things like abortion is a fundamental right!,Pro-life
956,Idk what’s scarier women getting their rights taken away or women not knowing what roe v wade ….boy we in some sad times,Pro-choice
957,@KDean1010 @PadmaLakshmi I just turned 69. I never wanted to have a baby. I managed to not get pregnant. I have a s… https://t.co/U8LntCUTJa,Pro-choice
958,Abortion is not in constitution.  What I said is conservatives r sick of liberals' insatiable lack of rational boun… https://t.co/WkGmi5Zo6j,Pro-life
959,It’s a great day in KY and ⁦@rtllou⁩ celebrated.  https://t.co/Vs0DHTzxen,Pro-life
960,The same men who voted against Abortion will take their sneaky links to the clinic where it’s available by jet if t… https://t.co/1erOMBI0JT,Pro-choice
961,@DurhamSean And btw over 60% of Ohioans support abortion. Maybe the laws should reflect that,Pro-choice
962,(3)  THIS MAGNITUTUDE AND STILL THOMAS DECISON IS BASED ON HIS PAST TRAUMA WITH LIBERALS (MENTALLY DERANGED) UNFIT… https://t.co/GM29drH0If,Pro-choice
963,Roe V Wade was decided entirely by cis men in 1973. Y'all just hate the court because it has women on it now.,Pro-life
964,"Praise God for the lives that will be saved due to the repealing of Roe V. Wade!

As Christians, though we rejoice,… https://t.co/rxXcKvuL8E",Pro-life
965,@CommonestMan @vanityman Pelosi have not failed bc it has already passed in the House to codify abortion but senate is hold up,Pro-choice
966,"@HHzwUXiDKWH3UYX @ihateyoupe0ple I’m not forcing my religion.
But ur not allowed to have an abortion sorry",Pro-life
967,"I’m all for boycotting the 4th of July due to the overturning of Roe v Wade, but I’d just like to say Black ppl hav… https://t.co/14KGF0xpLd",Pro-choice
968,"@4lala Years ago, I went with a female relative when she had an abortion. I felt honored that she asked me.

She kn… https://t.co/D1B9skSRuA",Pro-choice
969,Pro abortion people are ugly inside and out and just jealous they wern't aborted and lead such miserable lives.,Pro-life
970,@HeavenlySteez @CydniRae @4141steph roe v. wade protected reproductive rights — reproductive rights include contrac… https://t.co/T9mAVm0T4E,Pro-choice
971,@JeffHolidayReal Hopefully you live in a state where it will still be your body your choice all overturning Roe V W… https://t.co/4xlzBGf6Dq,Pro-choice
972,@LucySmi88574164 @DougRoseMedic Women talk like there are no ways to prevent pregnancy and abortion is the only way,Pro-life
973,@tropicalrosie @classicallyabby No. That’s not true. Sorry you had a miscarriage but that’s not the same thing as an abortion.,Pro-life
974,"Be responsible,  spread this information.  Less than $12 at walmart or almost any drugstore. No pregnancy, no abort… https://t.co/hJuwPVegp2",Pro-choice
975,@lifttheveil411 Nothing more disgusting than a late trimester abortion….besides the prescription of male growth hor… https://t.co/CUytXEwAg3,Pro-life
976,Hey remember when you said you’d push to codify Roe v Wade into law and had a legislative supermajority but then yo… https://t.co/btbBHdtl3g,Pro-choice
977,@ASFleischman Abortion is health care. I want everyone in the country to access whatever health care they need. Sto… https://t.co/sJx79TVGVj,Pro-choice
978,@jitobear @ambercb7 @BigRonJohnston @drebelo5 @KristianKWalker @777jorgeivan I’ll accept whatever consequences I’ll… https://t.co/AvXxMS6eLi,Pro-life
979,"@BNNBreaking What a place America is.

In some places abortion is legal, in other places its treated as more severe… https://t.co/76OPPts1MU",Pro-choice
980,@Mcgiver69 @VikingHippie82 @amore_orless This is honestly so naive it’s adorable. If the court is willing to toss o… https://t.co/wj9aLZUYm6,Pro-choice
981,"Debate is a game to those who make money through it, I spiraled, nonstop cried for Roe V Wade, tried to have a lite… https://t.co/4NCl6QQdP5",Pro-choice
982,For all Bernie Sanders Revisionist History Liars!!Bernie is BIG contributor to loss of Roe vs Wade by Supreme Court… https://t.co/jpZUyb1b3V,Pro-choice
983,@SuperStarSethB @WatchyWatcher @LanceStorm @supertaunt I'm mad that overturning Roe v Wade is making it legal for s… https://t.co/HsEprV3JEX,Pro-choice
984,I love my husband. He flew with someone today who was happy about Roe v Wade. He let him have it. He’s fired up. He… https://t.co/pEe9u2s2V8,Pro-choice
985,@POTUS I speak for ALL Americans when I say reinstate Roe v. Wade!,Pro-choice
986,@M_S_V_Miller @br00t4lism Aside from the fact that there were many places in the US where abortions were made purpo… https://t.co/T0rJXbvJoM,Pro-choice
987,"Remember: the right to abortion for all is not uncontested in the British Isles.

This onslaught against women and… https://t.co/wG5kZlsBJq",Pro-choice
988,"One thing that you need to understand is that even if you get abortion back, it's not gonna come back the same.

https://t.co/qdKKFHpk7r",Pro-choice
989,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/aYxIli1Tj0,Pro-choice
990,"All of these big businesses not making a statement on Roe v Wade being overturned, your silence is loud.",Pro-choice
991,"@AZ_Brittney I had a therapeutic abortion, for medical reasons, and later two miscarriages.

I have a great number… https://t.co/d8RiyChk3m",Pro-choice
992,@BiggDelicious @ReneeSm15749226 @GFairchildE @RandyRRQuaid And yet each republican justice said under oath they'd uphold Roe v Wade,Pro-choice
993,"Democrats only care about Power. The Supreme Court made a decision &amp; the Democrats lost their Power, They will lose… https://t.co/VSwli0TAMn",Pro-life
994,PRO-LIFE CHOOSE LIFE ROE V WADE T-Shirt https://t.co/F2VQLlCXqk via @zazzle,Pro-life
995,@JS_Brooks It’s true but there should be more talk about adoption as a solution in states where those women don’t have abortion access.,Pro-choice
996,Reproductive Rights are womens rights! Stop taking away womens rights. Abortion is a fundamental right for all WOMEN.,Pro-choice
997,@GavinNewsom cool let the women wanting abortion move to your stupid democrat state hell build a wall around califo… https://t.co/5O1FLZHNfn,Pro-life
998,Kamala Harris On SCOTUS Abortion Ruling: “This Is Not Over”; Fox News &amp; Broadcast Nets Don’t Cover Remarks From Fir… https://t.co/uIcISmP1fg,Pro-life
999,According to Brookings fellows @V_Williamson and @JohnJHudak Abortion bans will not eliminate the behavior that is… https://t.co/wGXVoPGoDi,Pro-choice
1000,@TaoWander @AtomicToasterYo @nedaamani @kenjaques @DrPalmquist @MelisCattish @CampsNP @FearOfTheDuck74 Lots of issu… https://t.co/x0Zf6AsMvh,Pro-choice
1001,"hi if you're the kind of liberal person whose opinion is ""abortion is OK with a hint of not being OK, like it shoul… https://t.co/jsOWg0Oly4",Pro-choice
1002,"California, Minnesota move to protect women's rights after Supreme Court decision https://t.co/ZWx5YIXO0W https://t.co/lyNMPBNPxR",Pro-choice
1003,Roe v. Wade has just been overturned – and abortion rights activists from across the world are fighting back. Join… https://t.co/HDZljbvZZp,Pro-choice
1004,"@Simone_Biles Athletic she is. Smart? Not so much. Guns are in the US constitution, abortion is not.",Pro-life
1005,Having studied feminism in university at Carleton I have always been pro abortion rights.,Pro-choice
1006,"@Logically_JC @JeffreyRitchey Actually, I don't think the Bible says much, if anything, about abortion. Even if it did, IDGAF either.",Pro-choice
1007,"CG S3E22: The Death of Roe v. Wade. The boys celebrate the demise of Roe v. Wade, the absurdity of global conspirac… https://t.co/eMQoso2DV3",Pro-life
1008,"@RinainDC In May 2022, the attempt to codify Roe Vs. Wade failed because 50 Republicans voted against it.

If you w… https://t.co/ZWyC439wDf",Pro-choice
1009,If you’re happy about the overturning of Roe v Wade we can’t be friends. See yourself out. I hate to say it but the… https://t.co/PLAtxiExTU,Pro-choice
1010,@JessicaCoblentz Then let me be the one to represent a great many Catholic women (who you clearly don’t know) who s… https://t.co/DjWQ3aKqCm,Pro-life
1011,@Strandjunker @KateHwd8 And you can’t tell the difference between a miscarriage and an abortion! Many women will ha… https://t.co/EXmoKELqju,Pro-choice
1012,"All the men and women upset and hyperventilating about the end of roe v Wade should seek asylum in Canada, Mexico o… https://t.co/mEsyAvRwXb",Pro-life
1013,@BeckyLynchWWE To be cleared the decision to overturn #RoeVsWade is WRONG !!! But finances should not be a reason f… https://t.co/f2lfr01a8H,Pro-choice
1014,Never planned on posting anything but I’m going to be bringing attention to the roe v. wade situation. This is utte… https://t.co/Lnf5Ug0154,Pro-choice
1015,"@tnicholsmd No it will not. They simple don't care, women are second class citizesn in their eyes. The Fundie Chris… https://t.co/UpdSgt7K6V",Pro-choice
1016,"@EdwardFortuna12 @Tam1575 @POTUS That is a medical emergency, and they will go in and do surgery on her because tha… https://t.co/Zqw8BYxXQ4",Pro-life
1017,@POTUS Grow a pair. End the filibuster. Codify Roe v Wade,Pro-choice
1018,"@ErrolWebber No but i can name 10 or more where abortion is not legal starting with Poland, Germany, Portugal etc 🙃",Pro-life
1019,@Schneider_CM the left want abortion so they can kill off future Republican conservatives. they know we all are bor… https://t.co/cErOEJEbAq,Pro-life
1020,"@FoxNews Being against abortion is just a half measure if you're going to be that way you need to show receipts.

W… https://t.co/zBwfy1uQD1",Pro-choice
1021,@pygan69 @scrowder What has been over looked in the last 50 years is that the dems have ignored every opportunity t… https://t.co/dp5xT1v0HQ,Pro-life
1022,SCOTUS Aborts Roe vs Wade In A 6-3 Decision!! | Unaborted Ep. 222 https://t.co/QpRI23KH5g via @YouTube,Pro-life
1023,"""Our corporation stands against the overturning of roe v wade"" that's cool that you post a branded photo of your co… https://t.co/XSo4LxRLbS",Pro-choice
1024,"@FoxNews How repealing Roe v Wade in the US will lead to more women’s deaths. 

A large body of evidence shows that… https://t.co/zThPsGXkDU",Pro-choice
